caseid,commonweight,age,gender,ed,race_id,married,registered,pid_text,ideology,income,pol_interest,CC21_320a_t,CC21_320b_t,CC21_320c_t,CC21_320d_t,CC21_320e_t,CC21_321a_t,CC21_321b_t,CC21_321c_t,CC21_321d_t,CC21_321e_t,CC21_321f_t,CC21_322a_t,CC21_322b_t,CC21_322c_t,CC21_322d_t,CC21_322e_t,CC21_323a_t,CC21_323b_t,CC21_323c_t,CC21_323d_t,CC21_323e_t,CC21_323f_t,CC21_324a_t,CC21_324b_t,CC21_324c_t,CC21_324d_t,CC21_325a_t,CC21_325b_t,CC21_325c_t,CC21_325d_t
1632966067,0.418456528945599,50,Female,a 2-year college degree,White,married,registered,Republican,a moderate,"$70,000 to $79,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support
1633114483,0.83134985930417,64,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a moderate,"$80,000 to $99,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose
1633339999,1.40456504812429,32,Female,a 2-year college degree,White,single,unregistered,Independent,a slightly liberal,"less than $10,000",only now and then,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support
1632122549,1.15868369834989,68,Female,a 4-year college degree,White,married,registered,Republican,an extremely conservative,"$50,000 to $59,999",most of the time,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support
1633336303,0.843617456235163,32,Non-binary,a 4-year college degree,White,married,registered,Independent,a slightly liberal,"$60,000 to $69,999",hardly at all,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1632196911,1.11333681264309,67,Male,a 4-year college degree,White,married,registered,Independent,a slightly conservative,"$100,000 to $119,999",most of the time,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support
1633336423,0.717621035144353,40,Female,a 4-year college degree,White,married,registered,Democrat,an extremely liberal,"$70,000 to $79,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1633336401,1.02594842819991,60,Male,a 4-year college degree,White,single,registered,Democrat,an extremely liberal,"$60,000 to $69,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose
1633328101,1.01899794776567,65,Female,a 4-year college degree,White,married,registered,Independent,a slightly liberal,"$60,000 to $69,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1633340071,0.81646418298559,55,Female,some college but no degree (yet),White,married,registered,Independent,a slightly conservative,"$150,000 to $199,999",some of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1633340349,1.047414325798,61,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,an extremely liberal,"$120,000 to $149,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1633341229,0.788355309394894,48,Male,a 2-year college degree,White,single,registered,Republican,an extremely conservative,"$50,000 to $59,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose
1633219087,1.07088460696186,81,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a slightly liberal,"$120,000 to $149,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1633098559,0.684181674120691,61,Female,some college but no degree (yet),White,married,registered,Independent,a moderate,"$60,000 to $69,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose
1632404609,0.726528172316997,79,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a liberal,"$80,000 to $99,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support
1632867395,0.829372400547123,67,Female,a 2-year college degree,White,married,registered,Republican,an extremely conservative,"$60,000 to $69,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose
1633328833,0.748216698184487,80,Female,some college but no degree (yet),White,widowed,registered,Democrat,a slightly liberal,"$10,000 to $19,999",only now and then,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1632969435,0.701843087448333,52,Female,some college but no degree (yet),Black or African-American,single,registered,Democrat,a liberal,"$60,000 to $69,999",some of the time,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1631947077,0.505463782181247,61,Female,a high school diploma,White,divorced,registered,Democrat,a moderate,"$10,000 to $19,999",only now and then,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support
1633330601,0.933215596335902,77,Female,a 4-year college degree,White,married,registered,Democrat,a liberal,"$20,000 to $29,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1633027565,0.924230894349055,84,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a conservative,"$40,000 to $49,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support
1633329987,0.539860946789499,60,Female,some college but no degree (yet),White,married,registered,Republican,an extremely conservative,"$80,000 to $99,999",some of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose
1632319299,0.86720953829911,69,Female,a 4-year college degree,White,divorced,registered,Democrat,a slightly liberal,"$20,000 to $29,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1632697273,3.58555497191497,71,Female,no high school diploma,White,married,registered,Republican,a conservative,"$20,000 to $29,999",most of the time,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1632791927,0.881782719813458,63,Male,a 4-year college degree,White,married,registered,Democrat,a slightly liberal,"$120,000 to $149,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support
1633340155,0.943979758209293,56,Female,a 4-year college degree,White,married,registered,Republican,a conservative,"$80,000 to $99,999",some of the time,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support
1633341475,0.632500709291107,42,Male,a 4-year college degree,White,married,registered,Independent,a slightly conservative,"$100,000 to $119,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support
1633329639,0.630923057620713,62,Female,some college but no degree (yet),White,divorced,registered,Republican,a moderate,"$30,000 to $39,999",most of the time,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose
1630673819,0.64977447629204,70,Female,a 2-year college degree,White,divorced,registered,Democrat,a liberal,"$70,000 to $79,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1633336251,0.800462492952393,73,Female,a 2-year college degree,White,single,registered,Republican,a conservative,"$50,000 to $59,999",only now and then,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support
1633168097,1.16050446188562,60,Female,a 4-year college degree,White,single,registered,Democrat,a liberal,"$50,000 to $59,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support
1631735993,0.213410108388185,65,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a slightly liberal,"$500,000 or more",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose
1633317981,1.55175931465161,72,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,divorced,registered,Republican,a slightly conservative,"$40,000 to $49,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1633340469,0.775746282976466,70,Female,a 4-year college degree,White,married,registered,Independent,a moderate,"$70,000 to $79,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support
1633308687,1.21615103211898,54,Male,a 4-year college degree,White,married,registered,Republican,an extremely conservative,"$150,000 to $199,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose
1633321595,1.00704450399255,64,Female,a 4-year college degree,Black or African-American,single,registered,Democrat,a liberal,"$150,000 to $199,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1633341131,1.3063162650128,57,Male,a 4-year college degree,White,divorced,registered,Independent,an extremely conservative,"$350,000 to $499,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose
1632697415,1.10298005091688,76,Male,a 4-year college degree,White,married,registered,Independent,a conservative,"$150,000 to $199,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1633341141,1.40784461765889,53,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Republican,a slightly conservative,"$80,000 to $99,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose
1633340583,1.26011493138126,63,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Republican,an extremely conservative,"$100,000 to $119,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support
1633336323,1.04467014963842,51,Female,a 4-year college degree,White,married,registered,Democrat,an extremely liberal,"$80,000 to $99,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1631862331,0.298616070529453,66,Male,some college but no degree (yet),White,married,registered,Democrat,an extremely liberal,"$50,000 to $59,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
